id,cod_region,region,ccdd,departamento,ccpp,provincia,ccdi,distrito,cod_cen_pob,cen_pob,area,ruta,niv_ini_sel,niv_pri_sel,niv_sec_sel,resfin,orden_sec,tipo_sec,det_id,dir_niv_ini,dir_niv_pri,dir_niv_sec,es_director,es_docente,nombre,sel_area,ddir_g_002,ddir_g_010,p4_2_01_015_1,p4_2_01_015_2,p4_2_01_015_3,p4_2_01_015_4,p4_2_01_015_5,p4_2_01_015_6,p4_2_01_015_7,p4_2_01_015_8,p4_2_01_015_9,p4_2_01_015_10,p4_2_01_015_11,p4_2_01_016,p4_2_02_001,p4_2_02_001_1_1,p4_2_02_001_1_2,p4_2_02_001_1_3,p4_2_02_001_1_4,p4_2_02_001_1_5,p4_2_02_001_1_6,p4_2_02_001_1_7,p4_2_02_001_1_7_o,p4_2_05_001,p4_2_05_001_1,p4_2_05_001_2,p4_2_05_002_1,p4_2_05_002_2,p4_2_05_003,p4_2_05_005_a,p4_2_05_004,p4_2_05_005,p4_2_05_006,p4_2_05_007,p4_2_05_008,p4_2_05_009,p4_2_05_010,p4_2_06_001_1,p4_2_06_001_2,p4_2_06_001_3,p4_2_06_002_1,p4_2_06_002_2,p4_2_06_003,p4_2_06_006,p4_2_06_005,p4_2_06_004,p4_2_06_007,p4_2_06_007_1,p4_2_06_007_2,p4_2_06_008_1,p4_2_06_008_2,p4_2_06_009,p4_2_06_012,p4_2_06_011,p4_2_06_010,res_fin_sec,f_ex_doc_sec,f_ex_secc_sec
610,02,ANCASH,02,ANCASH,11,HUARMEY,01,HUARMEY,129808,HUARMEY,urbana,019,0,0,nivel secundaria seleccionado,1.completa,4,segundo,3,,,,0,1,D,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,19,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,19,0,13,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,19,0,13,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,3.5571253,.74923956
619,02,ANCASH,02,ANCASH,11,HUARMEY,04,HUAYAN,237338,SANTIAGO DE HUIÑA,rural,019,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,17,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,6,0,12,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,17,0,12,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,4.1027417,1.9128927
619,02,ANCASH,02,ANCASH,11,HUARMEY,04,HUAYAN,237338,SANTIAGO DE HUIÑA,rural,019,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,17,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,6,0,12,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,17,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,4.1027417,1.9128927
622,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,126528,CARAZ,urbana,020,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,1,segundo,10,,,,0,1,A,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,2.no,,2.no,,,,,,,,,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,27,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.sí,27,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.1009747,.3864983
622,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,126528,CARAZ,urbana,020,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,3,segundo,10,,,,0,1,C,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,2.no,,,,,,,,,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,27,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.sí,27,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.completa,1.1009747,.3864983
622,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,126528,CARAZ,urbana,020,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,6,segundo,13,,,,0,1,F,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,1.sí,28,0,12,3,1.sí,2.poca frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,1.1009747,.3864983
623,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,126528,CARAZ,urbana,020,0,0,nivel secundaria seleccionado,1.completa,5,segundo,3,,,,0,1,E,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,1.sí,37,1.sí,1.sí,2.no,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,36,0,16,4,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,36,0,16,4,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,,,,,,,,,,1.completa,1.4679662,.51533109
623,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,126528,CARAZ,urbana,020,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,38,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,38,0,30,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,38,0,30,3,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,1.sí,38,0,30,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.4679662,.51533109
624,02,ANCASH,02,ANCASH,12,HUAYLAS,01,CARAZ,131311,LLACSHU,rural,020,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,HGE,2.femenino,2.contratado,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,24,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,24,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,23,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,3.6256788,2.5356948
635,02,ANCASH,02,ANCASH,12,HUAYLAS,06,PAMPAROMAS,126358,PICHIU,rural,001,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,2.no,,,,,,,,,1.sí,29,0,14,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.completa,3.8494861,1.3461096
637,02,ANCASH,02,ANCASH,12,HUAYLAS,06,PAMPAROMAS,530932,PISHIA,rural,001,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,31,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,2.no,,,,,,,,,2.no,,,,,2.no,,,,,,,,,,,,,,,,,,1.completa,2.9415884,2.0572619
639,02,ANCASH,02,ANCASH,12,HUAYLAS,07,PUEBLO LIBRE,111598,ACOYO,rural,002,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,19,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,19,3,20,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,6,0,16,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,9.4487391,3.3040874
640,02,ANCASH,02,ANCASH,12,HUAYLAS,07,PUEBLO LIBRE,129004,HUANAYO,rural,002,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,33,1.sí,2.no,2.no,1.sí,2.no,2.no,1.sí,2.no,,1.sí,33,0,19,3,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,33,0,19,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.8346217,1.9824524
643,02,ANCASH,02,ANCASH,12,HUAYLAS,08,SANTA CRUZ,115671,HUANCARHUAZ,rural,020,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,16,0,2,4,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,16,0,2,4,1.sí,2.poca frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,4.4544053,3.1152823
644,02,ANCASH,02,ANCASH,12,HUAYLAS,08,SANTA CRUZ,626020,TZACTZA,rural,020,0,nivel primaria seleccionado,nivel secundaria seleccionado,1.completa,1,segundo,6,,,,0,1,U,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,20,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,15,0,12,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,20,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.sí,20,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.completa,2.6880033,1.8799118
645,02,ANCASH,02,ANCASH,12,HUAYLAS,09,SANTO TORIBIO,117003,SANTO TORIBIO,urbana,020,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,12,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,11,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,11,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,1.sí,11,0,12,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,24.163921,25.448309
647,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,01,PISCOBAMBA,128828,SOCOSBAMBA,rural,007,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,13,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,13,0,17,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil,1.sí,13,0,17,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.5350275,1.7729249
650,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,234584,VILCABAMBA,rural,021,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,18,1.sí,2.no,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,18,10,2,3,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,18,8,2,3,1.sí,2.poca frecuencia?,4.muy difícil,2.Útil?,,,,,,,,,,1.completa,1.3498198,.56641495
650,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,234584,VILCABAMBA,rural,021,0,0,nivel secundaria seleccionado,1.completa,3,segundo,3,,,,0,1,C,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,18,2.no,,,,,,,,,1.sí,10,0,2,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,2.no,,,,,1.sí,18,5,2,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,2.no,,,,,,,,,1.completa,1.3498198,.56641495
652,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,625550,CHUSPIPAMPA,rural,021,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,HGE,2.femenino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,20,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,12,1,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,20,0,3,5,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.4638891,.76785129
652,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,625550,CHUSPIPAMPA,rural,021,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,12,1,13,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,1.muy útil?,2.fácil?,1.sí,16,0,14,3,1.sí,2.poca frecuencia?,3.difícil,1.muy útil?,,,,,,,,,,1.completa,1.4638891,.76785129
653,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,03,ELEAZAR GUZMAN BARRON,125165,PUMPA,rural,007,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,25,0,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,25,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.436003,1.70367
657,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,06,LLUMPA,111017,YURMA,rural,007,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,A,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,11,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,11,0,16,4,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,11,0,16,4,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,,,,,,,,,,1.completa,2.6880033,.93995589
657,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,06,LLUMPA,111017,YURMA,rural,007,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,11,1.sí,1.sí,2.no,1.sí,2.no,2.no,1.sí,2.no,,1.sí,11,0,16,4,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,11,0,16,4,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,,,,,,,,,,1.completa,2.6880033,.93995589
658,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,06,LLUMPA,130267,HUARIPAMPA,rural,007,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,16,0,17,3,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,16,0,17,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,16,0,21,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,1.completa,10.393613,7.2689919
662,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,06,LLUMPA,538472,LLUYCHOCOLPAN,rural,007,0,0,nivel secundaria seleccionado,1.completa,1,segundo,4,,,,0,1,A,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,1.sí,2.no,2.no,2.no,2.no,20,2.no,,,,,,,,,2.no,,,,,,,,,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,,,,,,,,,,,,,,1.completa,1.1946682,.62663722
662,02,ANCASH,02,ANCASH,13,MARISCAL LUZURIAGA,06,LLUMPA,538472,LLUYCHOCOLPAN,rural,007,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,HGE,1.masculino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,1.sí,2.no,2.no,2.no,2.no,19,2.no,,,,,,,,,2.no,,,,,,,,,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,,,,,,,,,,,,,,1.completa,1.1946682,.62663722
669,02,ANCASH,02,ANCASH,15,PALLASCA,03,CONCHUCOS,112842,CONCHUCOS,urbana,013,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,21,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,21,0,16,4,1.sí,2.poca frecuencia?,3.poco útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,21,0,23,7,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.5026917,1.5061244
669,02,ANCASH,02,ANCASH,15,PALLASCA,03,CONCHUCOS,112842,CONCHUCOS,urbana,013,0,0,nivel secundaria seleccionado,1.completa,4,segundo,4,,,,0,1,D,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,15,1.sí,1.sí,2.no,1.sí,2.no,2.no,1.sí,2.no,,1.sí,12,0,14,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,15,0,9,7,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.sí,14,0,17,4,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,2.5026917,1.5061244
673,02,ANCASH,02,ANCASH,15,PALLASCA,03,CONCHUCOS,245092,SANTA ANA,rural,012,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,UNICA,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,11,1.sí,1.sí,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,11,0,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,11,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,11,0,2,4,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,7.7952094,5.4517441
676,02,ANCASH,02,ANCASH,15,PALLASCA,06,LACABAMBA,132345,LACABAMBA,urbana,013,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,4,1.sí,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,,1.sí,6,0,21,6,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,6,0,16,4,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,2.no,,,,,,,,,1.completa,43.797108,46.125061
679,02,ANCASH,02,ANCASH,15,PALLASCA,08,PALLASCA,232467,PACCHA,rural,013,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,22,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,22,0,16,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,22,0,16,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,22,0,16,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,4.2136269,2.9468887
686,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,125809,POMABAMBA,urbana,006,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,17,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,17,0,20,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,2.no,,,,,1.sí,17,0,15,3,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,1.sí,17,0,25,6,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,2.9443433,2.4806755
686,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,125809,POMABAMBA,urbana,006,0,0,nivel secundaria seleccionado,1.completa,3,segundo,5,,,,0,1,C,HGE,2.femenino,2.contratado,2.no,2.no,2.no,2.no,1.sí,2.no,1.sí,2.no,2.no,2.no,2.no,16,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,15,0,20,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,16,0,19,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,2.9443433,2.4806755
687,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,125809,POMABAMBA,urbana,006,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,27,0,15,3,1.sí,1.mucha frecuencia?,3.poco útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,27,0,5,4,1.sí,2.poca frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,1.5676817,.49530265
687,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,125809,POMABAMBA,urbana,006,0,0,nivel secundaria seleccionado,1.completa,5,segundo,4,,,,0,1,E,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,27,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,27,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,1.sí,27,0,14,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,1.5676817,.49530265
689,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,218385,CONOPA,rural,006,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,2 A,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,15,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,2.no,,,,,,,,,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,15,0,28,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,1.8234408,1.2752618
689,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,218385,CONOPA,rural,006,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,2 B,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,16,0,4,4,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,16,0,4,4,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.sí,16,0,4,5,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,1.completa,1.8234408,1.2752618
693,02,ANCASH,02,ANCASH,16,POMABAMBA,01,POMABAMBA,517918,COTOCANCHA,rural,021,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,20,2.no,,,,,,,,,1.sí,20,3,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,1.muy útil?,2.fácil?,1.sí,20,0,12,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,3.8025413,2.6593874
